Metabolite,NPC.superclass,NPC.class,NPC.pathway,ClassyFire.superclass,ClassyFire.class,ClassyFire.subclass,ClassyFire.level.5
6537,ÃŽÂ²-lactams,Pyridine alkaloids,Amino acids and Peptides,Organoheterocyclic compounds,Azoles,NA,NA
6536,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6463,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6576,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6609,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6605,Ornithine alkaloids,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
6535,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6619,Ornithine alkaloids,Monoacylglycerols,Alkaloids,Lipids and lipid-like molecules,Glycerolipids,Glycerol ethers,NA
6453,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6616,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6604,Fatty esters,Wax monoesters,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6591,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic Polymers,Polypeptides,NA,NA
6700,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6599,Diphenyl ethers (DPEs),Marine-bacterial DPEs,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Tertiary amines
6574,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6623,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6626,Linear polyketides,Acetogenins,Polyketides,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides
6575,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6629,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6618,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6550,Small peptides,Polyamines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6642,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6680,Small peptides,Glycerophosphoinositol phosphates,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6624,Oligopeptides,Linear peptides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6558,Oligopeptides,Depsipeptides,Polyketides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides
6674,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6678,Proline alkaloids,Pyrrole alkaloids,Alkaloids,Benzenoids,NA,NA,NA
6677,Small peptides,Marine-bacterial DPEs,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid amides
6603,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6699,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6696,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6628,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6693,Coumarins,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6773,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6741,Oligopeptides,Tripeptides,Amino acids and Peptides,Organic Polymers,Polypeptides,NA,NA
6692,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6675,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7348,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
6452,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6676,Tryptophan alkaloids,Marine-bacterial DPEs,Alkaloids,Benzenoids,NA,NA,NA
6532,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6704,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6724,Small peptides,Marine-bacterial DPEs,Alkaloids,Organohalogen compounds,Aryl halides,NA,NA
6659,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6717,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
6733,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6601,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6688,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6816,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6822,Nucleosides,Halogenated hydrocarbons,Fatty acids,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates
6847,Coumarins,Simple coumarins,Shikimates and Phenylpropanoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6815,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6737,Phenolic acids (C6-C1),Purine nucleos(t)ides,Alkaloids,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates
6807,Coumarins,Simple coumarins,Shikimates and Phenylpropanoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6836,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6896,Ornithine alkaloids,Pyridine alkaloids,Alkaloids,Organosulfur compounds,Sulfenyl compounds,NA,NA
6825,Phenolic acids (C6-C1),Gallotannins,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,Pentacarboxylic acids and derivatives,NA
6808,Pseudoalkaloids,Purine nucleos(t)ides,Alkaloids,Organohalogen compounds,Aryl halides,NA,NA
6851,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6850,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6862,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6842,Phenolic acids (C6-C1),Gallotannins,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,Hexacarboxylic acids and derivatives,NA
6831,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic Polymers,Polypeptides,NA,NA
6898,Fatty acyls,Hydrocarbons,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,NA
6477,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6936,Fatty esters,Fatty acyl carnitines,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides
6946,Flavonoids,Flavonols,Shikimates and Phenylpropanoids,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides
6891,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6561,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6879,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6798,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6698,Small peptides,Purine nucleos(t)ides,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6939,Oligopeptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6908,Fatty esters,2-pyrone derivatives,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,NA
6777,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6957,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6911,Fatty acyls,Piperidine alkaloids,Fatty acids,Organoheterocyclic compounds,Piperidines,NA,NA
6992,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6860,Phenolic acids (C6-C1),Gallotannins,Shikimates and Phenylpropanoids,Phenylpropanoids and polyketides,Tannins,Hydrolyzable tannins,NA
7058,Small peptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7091,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
6950,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6901,Small peptides,pteridine alkaloids,Amino acids and Peptides,Organoheterocyclic compounds,Azoles,NA,NA
6986,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6952,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6996,Small peptides,Dipeptides,Amino acids and Peptides,Lipids and lipid-like molecules,NA,NA,NA
7082,Pseudoalkaloids,Purine nucleos(t)ides,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6890,Oligopeptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6978,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Glycerol ethers,NA
6944,Lysine alkaloids,Branched fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Amino fatty acids
7047,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7089,Diterpenoids,Chalcones,Shikimates and Phenylpropanoids,Benzenoids,Triphenyl compounds,NA,NA
7052,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7087,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7086,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6938,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
